group,session_index,session_name,area,task,analysis,score,n_neurons,n_samples,n_classes,signal_source,scoring
g2post,6,Siette_20220906_008,V1,auditory_direction,averaged_trial_response,0.46296296296296297,14,540,2,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,V1,congruency,averaged_trial_response,0.5555555555555556,14,360,2,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,V1,modality,averaged_trial_response,0.763888888888889,14,720,3,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,V1,trial_type,averaged_trial_response,0.3486111111111111,14,720,8,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,A/RL/AL,visual_direction,averaged_trial_response,0.987037037037037,69,540,2,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,A/RL/AL,auditory_direction,averaged_trial_response,0.5333333333333334,69,540,2,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,A/RL/AL,congruency,averaged_trial_response,0.49444444444444446,69,360,2,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,A/RL/AL,modality,averaged_trial_response,0.8185185185185185,69,720,3,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,A/RL/AL,trial_type,averaged_trial_response,0.4458333333333333,69,720,8,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,LM,visual_direction,averaged_trial_response,0.825925925925926,5,540,2,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,LM,auditory_direction,averaged_trial_response,0.5111111111111112,5,540,2,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,LM,congruency,averaged_trial_response,0.45,5,360,2,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,LM,modality,averaged_trial_response,0.5796296296296297,5,720,3,glm_clean,balanced_accuracy
g2post,6,Siette_20220906_008,LM,trial_type,averaged_trial_response,0.30972222222222223,5,720,8,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,V1,visual_direction,averaged_trial_response,0.9944444444444442,520,540,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,V1,auditory_direction,averaged_trial_response,0.5537037037037037,520,540,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,V1,congruency,averaged_trial_response,0.5222222222222223,520,360,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,V1,modality,averaged_trial_response,0.8601851851851853,520,720,3,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,V1,trial_type,averaged_trial_response,0.5569444444444445,520,720,8,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,AM/PM,visual_direction,averaged_trial_response,0.9425925925925925,195,540,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,AM/PM,auditory_direction,averaged_trial_response,0.6,195,540,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,AM/PM,congruency,averaged_trial_response,0.49722222222222223,195,360,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,AM/PM,modality,averaged_trial_response,0.7592592592592592,195,720,3,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,AM/PM,trial_type,averaged_trial_response,0.5055555555555555,195,720,8,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,A/RL/AL,visual_direction,averaged_trial_response,0.8592592592592592,85,540,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,A/RL/AL,auditory_direction,averaged_trial_response,0.5703703703703703,85,540,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,A/RL/AL,congruency,averaged_trial_response,0.475,85,360,2,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,A/RL/AL,modality,averaged_trial_response,0.7342592592592593,85,720,3,glm_clean,balanced_accuracy
g2post,7,Tres_20220215_002,A/RL/AL,trial_type,averaged_trial_response,0.43611111111111117,85,720,8,glm_clean,balanced_accuracy
