group,session_index,session_name,area,task,analysis,score,n_neurons,n_samples,n_classes,signal_source,scoring
g2pre,9,Siette_20220802_003,A/RL/AL,modality,averaged_trial_response,0.774074074074074,77,720,3,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,A/RL/AL,trial_type,averaged_trial_response,0.4527777777777778,77,720,8,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,LM,visual_direction,averaged_trial_response,0.5685185185185185,2,540,2,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,LM,auditory_direction,averaged_trial_response,0.48703703703703705,2,540,2,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,LM,congruency,averaged_trial_response,0.4833333333333333,2,360,2,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,LM,modality,averaged_trial_response,0.4870370370370371,2,720,3,glm_clean,balanced_accuracy
g2pre,9,Siette_20220802_003,LM,trial_type,averaged_trial_response,0.18194444444444444,2,720,8,glm_clean,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,visual_direction,averaged_trial_response,0.9981481481481481,187,540,2,glm_clean,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,auditory_direction,averaged_trial_response,0.6277777777777779,187,540,2,glm_clean,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,congruency,averaged_trial_response,0.5944444444444444,187,360,2,glm_clean,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,modality,averaged_trial_response,0.8777777777777779,187,720,3,glm_clean,balanced_accuracy
g2pre,10,Trece_20230721_001,V1,trial_type,averaged_trial_response,0.6402777777777778,187,720,8,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,visual_direction,averaged_trial_response,0.9962962962962962,442,540,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,auditory_direction,averaged_trial_response,0.5296296296296296,442,540,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,congruency,averaged_trial_response,0.5416666666666666,442,360,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,modality,averaged_trial_response,0.8777777777777779,442,720,3,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,V1,trial_type,averaged_trial_response,0.5597222222222222,442,720,8,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,visual_direction,averaged_trial_response,0.9777777777777776,186,540,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,auditory_direction,averaged_trial_response,0.5574074074074075,186,540,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,congruency,averaged_trial_response,0.5083333333333333,186,360,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,modality,averaged_trial_response,0.7833333333333333,186,720,3,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,AM/PM,trial_type,averaged_trial_response,0.5222222222222223,186,720,8,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,visual_direction,averaged_trial_response,0.8981481481481481,64,540,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,auditory_direction,averaged_trial_response,0.5851851851851853,64,540,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,congruency,averaged_trial_response,0.5166666666666668,64,360,2,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,modality,averaged_trial_response,0.7768518518518519,64,720,3,glm_clean,balanced_accuracy
g2pre,11,Tres_20220119_001,A/RL/AL,trial_type,averaged_trial_response,0.47777777777777775,64,720,8,glm_clean,balanced_accuracy
